label,message,label_encoded,clean_message
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.,0,thats cool i am a gentleman and will treat you with dignity and respect
ham,I like you peoples very much:) but am very shy pa.,0,i like you peoples very much but am very shy pa
ham,Does not operate after  &lt;#&gt;  or what,0,does not operate after ltgt or what
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.,0,its not the same here still looking for a job how much do tas earn there
ham,"Sorry, I'll call later",0,sorry ill call later
ham,K. Did you call me just now ah? ,0,k did you call me just now ah
ham,Ok i am on the way to home hi hi,0,ok i am on the way to home hi hi
ham,You will be in the place of that man,0,you will be in the place of that man
ham,Yup next stop.,0,yup next stop
ham,"I call you later, don't have network. If urgnt, sms me.",0,i call you later dont have network if urgnt sms me
ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,0,for real when u getting on yo i only need more tickets and one more jacket and im done i already used all my multis
ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,0,yes i started to send requests to make it but pain came back so im back in bed double coins at the factory too i gotta cash in all my nitros
ham,I'm really not up to it still tonight babe,0,im really not up to it still tonight babe
ham,"Ela kano.,il download, come wen ur free..",0,ela kanoil download come wen ur free
ham,Yeah do! Don‘t stand to close tho- you‘ll catch something!,0,yeah do dont stand to close tho youll catch something
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,0,sorry to be a pain is it ok if we meet another night i spent late afternoon in casualty and that means i havent done any of y stuffmoro and that includes all my time sheets and that sorry
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,0,smile in pleasure smile in pain smile when trouble pours like rain smile when sum hurts u smile becoz someone still loves to see u smiling
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,1,please call our customer service representative on between ampm as you have won a guaranteed cash or prize
ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,0,havent planning to buy later i check already lido only got show in e afternoon u finish work already
spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",1,your free ringtone is waiting to be collected simply text the password mix to to verify get usher and britney fml po box mk h ppw
ham,Watching telugu movie..wat abt u?,0,watching telugu moviewat abt u
ham,i see. When we finish we have loads of loans to pay,0,i see when we finish we have loads of loans to pay
ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",0,hi wk been ok on hols now yes on for a bit of a run forgot that i have hairdressers appointment at four so need to get home n shower beforehand does that cause prob for u
ham,I see a cup of coffee animation,0,i see a cup of coffee animation
ham,Please don't text me anymore. I have nothing else to say.,0,please dont text me anymore i have nothing else to say
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,0,okay name ur price as long as its legal wen can i pick them up y u ave x ams xx
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.,0,im still looking for a car to buy and have not gone the driving test yet
ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",0,wow youre right i didnt mean to do that i guess once i gave up on boston men and changed my search location to nyc something changed cuz on my signin page it still says boston
ham,Umma my life and vava umma love you lot dear,0,umma my life and vava umma love you lot dear
ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,0,thanks a lot for your wishes on my birthday thanks you for making my birthday truly memorable
ham,"Aight, I'll hit you up when I get some cash",0,aight ill hit you up when i get some cash
ham,How would my ip address test that considering my computer isn't a minecraft server,0,how would my ip address test that considering my computer isnt a minecraft server
ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,0,i know grumpy old people my mom was like you better not be lying then again i am always the one to play jokes
ham,Dont worry. I guess he's busy.,0,dont worry i guess hes busy
ham,What is the plural of the noun research?,0,what is the plural of the noun research
ham,Going for dinner.msg you after.,0,going for dinnermsg you after
ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,0,im ok wif it cos i like try new things but i scared u dun like mah cos u said not too loud
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,1,gent we are trying to contact you last weekends draw shows that you won a prize guaranteed call claim code k valid hrs only ppm
ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",0,wa ur openin sentence very formal anyway im fine too juz tt im eatin too much n puttin on weighthaha so anythin special happened
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0,as i entered my cabin my pa said happy bday boss i felt special she askd me lunch after lunch she invited me to her apartment we went there
spam,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,1,you are a winner u have been specially selected receive or a holiday flights inc speak to a live operator claim pmin
ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,0,goodo yes we must speak friday eggpotato ratio for tortilla needed
ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,0,hmmmy uncle just informed me that hes paying the school directly so pls buy food
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,1,private your account statement for shows unredeemed bonus points to claim call identifier code expires
spam,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",1,urgent your mobile no was awarded bonus caller prize on this is our final try to contact u call from landline boxwrc ppm
ham,here is my new address -apples&pairs&all that malarky,0,here is my new address applespairsall that malarky
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,1,todays voda numbers ending are selected to receive a award if you have a match please call quoting claim code standard rates app
ham,I am going to sao mu today. Will be done only at 12 ,0,i am going to sao mu today will be done only at
ham,Ü predict wat time ü'll finish buying?,0,predict wat time ll finish buying
ham,"Good stuff, will do.",0,good stuff will do
ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",0,just so that you knowyetunde hasnt sent money yet i just sent her a text not to bother sending so its over you dont have to involve yourself in anything i shouldnt have imposed anything on you in the first place so for that i apologise
ham,Are you there in room.,0,are you there in room
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,0,hey girl how r u hope u r well me an del r bak again long time no c give me a call sum time from lucyxx
ham,K..k:)how much does it cost?,0,kkhow much does it cost
ham,I'm home.,0,im home
ham,"Dear, will call Tmorrow.pls accomodate.",0,dear will call tmorrowpls accomodate
ham,First answer my question.,0,first answer my question
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,1,sunshine quiz wkly q win a top sony dvd player if u know which country the algarve is in txt ansr to sptyrone
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,1,want get laid tonight want real dogging locations sent direct ur mob join the uks largest dogging network bt txting gravel to nt eca
ham,I only haf msn. It's yijue@hotmail.com,0,i only haf msn its
ham,He is there. You call and meet him,0,he is there you call and meet him
ham,No no. I will check all rooms befor activities,0,no no i will check all rooms befor activities
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,1,youll not rcv any more msgs from the chat svc for free hardcore services text go to if u get nothing u must age verify with yr network try again
ham,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,0,got c i lazy to type i forgot in lect i saw a pouch but like not v nice
ham,"K, text me when you're on the way",0,k text me when youre on the way
ham,"Sir, Waiting for your mail.",0,sir waiting for your mail
ham,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",0,a swt thought nver get tired of doing little things lovable persons cozsomtimes those little things occupy d biggest part in their hearts gud ni
ham,I know you are. Can you pls open the back?,0,i know you are can you pls open the back
ham,Yes see ya not on the dot,0,yes see ya not on the dot
ham,Whats the staff name who is taking class for us?,0,whats the staff name who is taking class for us
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",1,freemsg why havent you replied to my text im randy sexy female and live local luv to hear from u netcollex ltd p per msg reply stop to end
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,0,ummmawill call after check inour life will begin from qatar so pls pray very hard
ham,K..i deleted my contact that why?,0,ki deleted my contact that why
ham,Sindu got job in birla soft ..,0,sindu got job in birla soft
ham,The wine is flowing and i'm i have nevering..,0,the wine is flowing and im i have nevering
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,0,yup i thk cine is better cos no need go down plaza mah
ham,Ok... Ur typical reply...,0,ok ur typical reply
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",0,you are everywhere dirt on the floor the windows even on my shirt and sometimes when i open my mouth you are all that comes flowing out i dream of my world without you then half my chores are out too a time of joy for me lots of tv shows ill see but i guess like all things you just must exist like rain hail and mist and when my time here is done you and i become one
ham,Aaooooright are you at work?,0,aaooooright are you at work
ham,I'm leaving my house now...,0,im leaving my house now
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",0,hello my love what are you doing did you get to that interview today are you you happy are you being a good boy do you think of meare you missing me
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,1,customer service annoncement you have a new years delivery waiting for you please call now to arrange delivery
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,1,you are a winner u have been specially selected receive cash or a holiday flights inc speak to a live operator claim
ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,0,keep yourself safe for me because i need you and i miss you already and i envy everyone that sees you in real life
ham,New car and house for my parents.:)i have only new job in hand:),0,new car and house for my parentsi have only new job in hand
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,0,im so in love with you im excited each day i spend with you you make me so happy
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,1,pls stop bootydelious f is inviting you to be her friend reply yes or no see her stop send stop frnd to
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",1,bangbabes ur order is on the way u should receive a service msg download ur content if u do not goto wap bangb tv on ur mobile internetservice menu
ham,I place all ur points on e cultures module already.,0,i place all ur points on e cultures module already
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,1,urgent we are trying to contact you last weekends draw shows that you have won a prize guaranteed call claim code s valid hrs only
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",0,hi frnd which is best way to avoid missunderstding wit our beloved ones
ham,Great escape. I fancy the bridge but needs her lager. See you tomo ,0,great escape i fancy the bridge but needs her lager see you tomo
ham,Yes :)it completely in out of form:)clark also utter waste.,0,yes it completely in out of formclark also utter waste
ham,"Sir, I need AXIS BANK account no and bank address.",0,sir i need axis bank account no and bank address
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",0,hmmm thk sure got time to hop ard ya can go free abt muz call u to discuss liao
ham,What time you coming down later? ,0,what time you coming down later
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",0,bloody hell cant believe you forgot my surname mr ill give u a clue its spanish and begins with m
ham,"Well, i'm gonna finish my bath now. Have a good...fine night.",0,well im gonna finish my bath now have a goodfine night
ham,Let me know when you've got the money so carlos can make the call,0,let me know when youve got the money so carlos can make the call
ham,U still going to the mall?,0,u still going to the mall
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",0,turns out my friends are staying for the whole show and wont be back til ltgt so feel free to go ahead and smoke that ltgt worth
ham,Text her. If she doesnt reply let me know so i can have her log in,0,text her if she doesnt reply let me know so i can have her log in
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,0,hi you just spoke to maneesha v wed like to know if you were satisfied with the experience reply toll free with yes or no
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,0,you lifted my hopes with the offer of money i am in need especially when the end of the month approaches and it hurts my studying anyways have a gr weekend
ham,Lol no. U can trust me.,0,lol no u can trust me
ham,ok. I am a gentleman and will treat you with dignity and respect.,0,ok i am a gentleman and will treat you with dignity and respect
ham,"He will, you guys close?",0,he will you guys close
ham,Going on nothing great.bye,0,going on nothing greatbye
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,0,hello handsome are you finding that job not being lazy working towards getting back that net for mummy wheres my boytoy now does he miss me
ham,"Haha awesome, be there in a minute",0,haha awesome be there in a minute
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,1,please call our customer service representative on freephone between ampm as you have won a guaranteed cash or prize
ham,Have you got Xmas radio times. If not i will get it now,0,have you got xmas radio times if not i will get it now
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,0,i jus reached home i go bathe first but my sis using net tell u when she finishes k
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,1,are you unique enough find out from th august
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,0,im sorry ive joined the league of people that dont keep in touch you mean a great deal to me you have been a friend at all times even at great personal cost do have a great week
ham,Hi :)finally i completed the course:),0,hi finally i completed the course
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,0,it will stop on itself i however suggest she stays with someone that will be able to give ors for every stool
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,0,how are you doing hope youve settled in for the new school year just wishin you a gr day
ham,Gud mrng dear hav a nice day,0,gud mrng dear hav a nice day
ham,Did u got that persons story,0,did u got that persons story
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,0,is your hamster dead hey so tmr i meet you at pm orchard mrt
ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,0,hi its kate how is your evening i hope i can see you tomorrow for a bit but i have to bloody babyjontet txt back if u can xxx
ham,"Found it, ENC  &lt;#&gt; , where you at?",0,found it enc ltgt where you at
ham,I sent you  &lt;#&gt;  bucks,0,i sent you ltgt bucks
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,0,hello darlin ive finished college now so txt me when u finish if u can love kate xxx
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,0,your account has been refilled successfully by inr ltdecimalgt your keralacircle prepaid account balance is rs ltdecimalgt your transaction id is kr ltgt
ham,Goodmorning sleeping ga.,0,goodmorning sleeping ga
ham,U call me alter at 11 ok.,0,u call me alter at ok
ham,Ü say until like dat i dun buy ericsson oso cannot oredi lar...,0,say until like dat i dun buy ericsson oso cannot oredi lar
ham,"Aight yo, dats straight dogg",0,aight yo dats straight dogg
ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,0,you please give us connection today itself before ltdecimalgt or refund the bill
ham,Both :) i shoot big loads so get ready!,0,both i shoot big loads so get ready
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester.",0,whats up bruv hope you had a great break do have a rewarding semester
ham,Home so we can always chat,0,home so we can always chat
ham,K:)k:)good:)study well.,0,kkgoodstudy well
ham,Yup... How ü noe leh...,0,yup how noe leh
ham,Sounds great! Are you home now?,0,sounds great are you home now
ham,Finally the match heading towards draw as your prediction.,0,finally the match heading towards draw as your prediction
ham,Tired. I haven't slept well the past few nights.,0,tired i havent slept well the past few nights
ham,Easy ah?sen got selected means its good..,0,easy ahsen got selected means its good
